Row Index,Title,Artist,Album,Source Context,Duration,Date,Popularity,Favorited,Has Lyrics,Artist Link,Album Link,Cover URL
78,King of My Castle,Mangabey,King of My Castle,House Afternoon,06:53,18/08/2022,By popularity: 0 / 10,false,false,https://www.deezer.com/en/artist/5482010,https://www.deezer.com/en/album/321283397,https://cdn-images.dzcdn.net/images/cover/09d6a4eeae64390f7abeed579dbf1cf9/40x40-000000-80-0-0.jpg
79,Twist and Shout,Adam Bü,Twist and Shout,House Afternoon,02:45,19/09/2022,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/61242852,https://www.deezer.com/en/album/374824357,https://cdn-images.dzcdn.net/images/cover/3ae892e970db25826b946c58c76d9608/40x40-000000-80-0-0.jpg
80,Hot N Cold,Klaas,Hot N Cold,House Afternoon,02:36,19/09/2022,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/90516,https://www.deezer.com/en/album/203496182,https://cdn-images.dzcdn.net/images/cover/9cce5475570b9f147569af87bbf4e5df/40x40-000000-80-0-0.jpg
81,Sunglasses At Night,Eastblock Bitches,Sunglasses At Night,House Afternoon,03:12,19/09/2022,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/12245482,https://www.deezer.com/en/album/168573292,https://cdn-images.dzcdn.net/images/cover/1a70a7445310ec9205df3f78f744052f/40x40-000000-80-0-0.jpg
82,Clap Your Hands (Vladimir Cauchemar Remix),Kungs,Club Azur,House Afternoon,02:28,22/09/2022,By popularity: 2 / 10,false,true,https://www.deezer.com/en/artist/5992092,https://www.deezer.com/en/album/312783537,https://cdn-images.dzcdn.net/images/cover/700f3780b4baf82db16a0885df0f7d10/40x40-000000-80-0-0.jpg
83,Sete,BLOND:ISH,Sete,House Afternoon,03:29,23/09/2022,By popularity: 7 / 10,false,true,https://www.deezer.com/en/artist/1179872,https://www.deezer.com/en/album/389147877,https://cdn-images.dzcdn.net/images/cover/0db8101b2f9fdb8b168c0213bc4cfc9b/40x40-000000-80-0-0.jpg
84,Get This Feeling,Mark Knight,Get This Feeling,House Afternoon,02:50,11/10/2022,By popularity: 2 / 10,false,true,https://www.deezer.com/en/artist/4599,https://www.deezer.com/en/album/265317102,https://cdn-images.dzcdn.net/images/cover/97ace73dd8ed4dd338235186e9af7fce/40x40-000000-80-0-0.jpg
85,Believer,LP Giobbi,Believer,House Afternoon,03:14,11/10/2022,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/14569723,https://www.deezer.com/en/album/221494762,https://cdn-images.dzcdn.net/images/cover/cf3a1ed834837e0e85605eff64d679c4/40x40-000000-80-0-0.jpg
86,Blackpool Boulevard (Edit),Anish Kumar,Blackpool Boulevard,House Afternoon,03:35,11/10/2022,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/4105435,https://www.deezer.com/en/album/263255962,https://cdn-images.dzcdn.net/images/cover/1f26d3111845e85bf0c80abbef08513a/40x40-000000-80-0-0.jpg
87,Stupidisco (David Penn Remix),Junior Jack,Stupidisco (David Penn Remix),House Afternoon,03:11,11/10/2022,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/2319,https://www.deezer.com/en/album/236428832,https://cdn-images.dzcdn.net/images/cover/2d0489fe0d7a98d61f40359901444ac3/40x40-000000-80-0-0.jpg
88,Blessing In This House,Picard Brothers,Blessing In This House,House Afternoon,03:19,11/10/2022,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/7125715,https://www.deezer.com/en/album/225053072,https://cdn-images.dzcdn.net/images/cover/9223b707ea160154912f78dd69d368db/40x40-000000-80-0-0.jpg
89,Psycho Disco,Punky Wash,Don't Tell Me,House Afternoon,06:34,11/10/2022,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/68420,https://www.deezer.com/en/album/308796347,https://cdn-images.dzcdn.net/images/cover/9776e91d2efc2b1ad1838b7cfff6c024/40x40-000000-80-0-0.jpg
90,Spiritual Thing,Marvin Aloys,Spiritual Thing,House Afternoon,03:38,11/10/2022,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/4366956,https://www.deezer.com/en/album/244648692,https://cdn-images.dzcdn.net/images/cover/10e6d60a73536cb89c049b97e8f07788/40x40-000000-80-0-0.jpg
91,You Don't Know Me,Duane Harden,You Don't Know Me,House Afternoon,03:35,11/10/2022,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/1919381,https://www.deezer.com/en/album/499533981,https://cdn-images.dzcdn.net/images/cover/1e1712bb49f2291459543214b20573cf/40x40-000000-80-0-0.jpg
92,Waiting 4 U (Sebb Junior Remix),In It Together,Waiting 4 U,House Afternoon,03:19,17/10/2022,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/10626091,https://www.deezer.com/en/album/308756167,https://cdn-images.dzcdn.net/images/cover/77b4b17d2c13ba0c65ae8c7a364fcd7e/40x40-000000-80-0-0.jpg
93,Goodnight,Husko,Goodnight,House Afternoon,03:50,17/10/2022,By popularity: 1 / 10,false,false,https://www.deezer.com/en/artist/4443878,https://www.deezer.com/en/album/486155085,https://cdn-images.dzcdn.net/images/cover/4e9899af62adad6db48ec003011fc022/40x40-000000-80-0-0.jpg
94,Beat Goes On (DnB Flip),Spencer Ramsay,Beat Goes On (DnB Flip),House Afternoon,02:25,28/10/2022,By popularity: 4 / 10,true,false,https://www.deezer.com/en/artist/55944552,https://www.deezer.com/en/album/363449407,https://cdn-images.dzcdn.net/images/cover/e9eb3972fec9fa83daa11873642ddbde/40x40-000000-80-0-0.jpg
95,So Good,EDX,So Good,House Afternoon,03:13,08/12/2022,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/168126,https://www.deezer.com/en/album/368229147,https://cdn-images.dzcdn.net/images/cover/aaf3fa3fb65d99ae9262c0d8cebce12f/40x40-000000-80-0-0.jpg
96,Escapism.,RAYE,Escapism. / The Thrill Is Gone.,House Afternoon,04:32,19/01/2023,By popularity: 9 / 10,true,false,https://www.deezer.com/en/artist/805948,https://www.deezer.com/en/album/359002507,https://cdn-images.dzcdn.net/images/cover/87d3870a44a28f2ba5695e12059072b0/40x40-000000-80-0-0.jpg
97,Last Night a D.J. Saved My Life (Smeddles More Ass Edit),Indeep,Last Night a D.J. Saved My Life (Smeddles More Ass Mix),House Afternoon,03:32,17/02/2023,By popularity: 6 / 10,true,true,https://www.deezer.com/en/artist/3464,https://www.deezer.com/en/album/355816907,https://cdn-images.dzcdn.net/images/cover/e66a5da0550ed949413f612aa2fbc743/40x40-000000-80-0-0.jpg
98,That Girl,Phil Fuldner,That Girl,House Afternoon,02:28,17/02/2023,By popularity: 3 / 10,false,true,https://www.deezer.com/en/artist/150461,https://www.deezer.com/en/album/278662942,https://cdn-images.dzcdn.net/images/cover/db4e5d6113d33317ba5c4f194abfc670/40x40-000000-80-0-0.jpg
99,10:35,Tiësto,10:35,House Afternoon,02:52,20/02/2023,By popularity: 8 / 10,false,false,https://www.deezer.com/en/artist/434,https://www.deezer.com/en/album/370313207,https://cdn-images.dzcdn.net/images/cover/172ef708c2dddefc65022567688bb477/40x40-000000-80-0-0.jpg
100,Gipsy Woman,Ismatricule,Gipsy Woman,House Afternoon,03:43,23/02/2023,By popularity: 3 / 10,false,true,https://www.deezer.com/en/artist/116470752,https://www.deezer.com/en/album/616041622,https://cdn-images.dzcdn.net/images/cover/d423a7429c1b0802dab00b0027a1e7e4/40x40-000000-80-0-0.jpg
101,BESAME MUCHO (feat. Arely Vega),Audioiko,BESAME MUCHO (feat. Arely Vega),House Afternoon,03:05,23/02/2023,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/6342182,https://www.deezer.com/en/album/375794047,https://cdn-images.dzcdn.net/images/cover/6fdbc5da4e9d1391f0ecce0b5eea48a6/40x40-000000-80-0-0.jpg
102,Believe (Ministers Vocal Mix),Ministers De La Funk,Believe,House Afternoon,08:31,02/03/2023,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/1569277,https://www.deezer.com/en/album/63966902,https://cdn-images.dzcdn.net/images/cover/342db587f3f34348eacd0aad8f6b2d44/40x40-000000-80-0-0.jpg
103,Love Me Land,Zara Larsson,Poster Girl,House Afternoon,02:39,15/03/2023,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/4331004,https://www.deezer.com/en/album/210784902,https://cdn-images.dzcdn.net/images/cover/f92496381ea0a9affed0291eb23c535e/40x40-000000-80-0-0.jpg
104,Black Mascara.,RAYE,My 21st Century Blues,House Afternoon,03:59,15/03/2023,By popularity: 6 / 10,false,false,https://www.deezer.com/en/artist/805948,https://www.deezer.com/en/album/393727427,https://cdn-images.dzcdn.net/images/cover/46b0d2cec9a5a6dcb192d8e8d910587b/40x40-000000-80-0-0.jpg
105,Lady (Hear Me Tonight),Modjo,Modjo (Remastered),House Afternoon,05:07,16/03/2023,By popularity: 9 / 10,false,false,https://www.deezer.com/en/artist/1545,https://www.deezer.com/en/album/6883573,https://cdn-images.dzcdn.net/images/cover/0cc5f4e1e3aee3eb30546097bbfadb60/40x40-000000-80-0-0.jpg
106,Ossumba,Bomel,Ossumba,House Afternoon,04:54,02/05/2023,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/63297152,https://www.deezer.com/en/album/613185582,https://cdn-images.dzcdn.net/images/cover/46064498b87c5f1417529c538f74ad77/40x40-000000-80-0-0.jpg
107,Expressing What Matters,Disclosure,Ecstasy,House Afternoon,04:23,03/05/2023,By popularity: 4 / 10,true,true,https://www.deezer.com/en/artist/409796,https://www.deezer.com/en/album/133106672,https://cdn-images.dzcdn.net/images/cover/fcb61c22f2b6ca1973d07aaa9b68f95f/40x40-000000-80-0-0.jpg
108,Dangerous City (feat. Buju Banton),dvsn,Dangerous City (feat. Buju Banton),House Afternoon,04:06,03/05/2023,By popularity: 3 / 10,true,false,https://www.deezer.com/en/artist/8835400,https://www.deezer.com/en/album/459351685,https://cdn-images.dzcdn.net/images/cover/255c8a5a97a1b08caaa5aaba9664dc24/40x40-000000-80-0-0.jpg
109,So Flute,St Germain,Tourist (Remastered),House Afternoon,08:27,03/05/2023,By popularity: 6 / 10,true,false,https://www.deezer.com/en/artist/1469025,https://www.deezer.com/en/album/3491981,https://cdn-images.dzcdn.net/images/cover/ef0909ad6c77adb1d70e49040b678b88/40x40-000000-80-0-0.jpg
110,Unstoppable (FKJ Remix),Lianne La Havas,Unstoppable (FKJ Remix),House Afternoon,05:16,03/05/2023,By popularity: 4 / 10,true,false,https://www.deezer.com/en/artist/1154879,https://www.deezer.com/en/album/10715432,https://cdn-images.dzcdn.net/images/cover/2e6200b60506b4dd83f031ad2bb5962f/40x40-000000-80-0-0.jpg
111,Zé Péquéno (Zé Péquéno),Joe Lewandowski,Loves You (Loves You),House Afternoon,04:07,03/05/2023,By popularity: 1 / 10,true,false,https://www.deezer.com/en/artist/11308726,https://www.deezer.com/en/album/601711502,https://cdn-images.dzcdn.net/images/cover/f7647dfae813022ced9890ec01e9ec87/40x40-000000-80-0-0.jpg
112,You Need Me (feat. Maxine Ashley & Sun-El Musician),Black Coffee,Subconsciously,House Afternoon,06:15,03/05/2023,By popularity: 5 / 10,false,true,https://www.deezer.com/en/artist/314870,https://www.deezer.com/en/album/501981441,https://cdn-images.dzcdn.net/images/cover/22ea5aaefd1f284d0f6ec916275e3fe1/40x40-000000-80-0-0.jpg
113,EQUILIBRIUM,Darius,OASIS (Prelude),House Afternoon,04:49,03/05/2023,By popularity: 2 / 10,false,true,https://www.deezer.com/en/artist/12049,https://www.deezer.com/en/album/264422052,https://cdn-images.dzcdn.net/images/cover/96c8a4ace18468d2d36f3e533ad45a3a/40x40-000000-80-0-0.jpg
114,Profite (Kazy Lambist Remix),Moi Je,Profite (Remixes),House Afternoon,03:18,03/05/2023,By popularity: 5 / 10,true,false,https://www.deezer.com/en/artist/6125004,https://www.deezer.com/en/album/12207024,https://cdn-images.dzcdn.net/images/cover/abf0f582cd5bd0cc7c2ac982d665d041/40x40-000000-80-0-0.jpg
115,All Of The Time (DJ Streaks Remix),Jungle,All Of The Time (DJ Streaks Remix),House Afternoon,04:46,03/05/2023,By popularity: 5 / 10,false,true,https://www.deezer.com/en/artist/436163,https://www.deezer.com/en/album/353217877,https://cdn-images.dzcdn.net/images/cover/7e5c0eaaa9946e25aa4abde796c1cddb/40x40-000000-80-0-0.jpg
116,Beat Goes On (Rhythm to the Brain),Campbell,Beat Goes On (Rhythm to the Brain),House Afternoon,02:13,03/05/2023,By popularity: 6 / 10,true,false,https://www.deezer.com/en/artist/185673817,https://www.deezer.com/en/album/363461947,https://cdn-images.dzcdn.net/images/cover/ee4b594a6c19a364ba3e905788a3424e/40x40-000000-80-0-0.jpg
117,dreamin',53 Thieves,after hours,House Afternoon,03:27,03/05/2023,By popularity: 4 / 10,false,true,https://www.deezer.com/en/artist/71664682,https://www.deezer.com/en/album/127103802,https://cdn-images.dzcdn.net/images/cover/3b46226011388cbb2f36c8a3c07e911c/40x40-000000-80-0-0.jpg
118,Queen Assa,Neue Grafik Ensemble,Foulden Road Part II,House Afternoon,03:42,03/05/2023,By popularity: 1 / 10,false,false,https://www.deezer.com/en/artist/67946722,https://www.deezer.com/en/album/267527682,https://cdn-images.dzcdn.net/images/cover/77a23475797270138feb156dc592b25c/40x40-000000-80-0-0.jpg
119,marseille,Connor,france,House Afternoon,01:30,03/05/2023,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/1373366,https://www.deezer.com/en/album/202077902,https://cdn-images.dzcdn.net/images/cover/01d087b1af3f7680ce4d3553e297a4ab/40x40-000000-80-0-0.jpg
120,Miracle,Julian Perretta,Miracle,House Afternoon,02:41,03/05/2023,By popularity: 5 / 10,false,true,https://www.deezer.com/en/artist/490419,https://www.deezer.com/en/album/12225026,https://cdn-images.dzcdn.net/images/cover/5da9dd05bb2373536d1cf7180d498a9b/40x40-000000-80-0-0.jpg
121,Stormy Weather,DJ Zky,Cabinet 24,House Afternoon,06:21,03/05/2023,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/5169672,https://www.deezer.com/en/album/61056542,https://cdn-images.dzcdn.net/images/cover/2b3d71ac6a987458b4278fb2d003a7df/40x40-000000-80-0-0.jpg
122,Sittin' Here,St Germain,St Germain,House Afternoon,06:23,03/05/2023,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/1469025,https://www.deezer.com/en/album/11303056,https://cdn-images.dzcdn.net/images/cover/4786c276d6091ee4fc94271008eb209c/40x40-000000-80-0-0.jpg
123,Arrow And Bow (Marek Hemmann Remix),Oliver Koletzki,Arrow And Bow,House Afternoon,07:11,03/05/2023,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/10170,https://www.deezer.com/en/album/629544,https://cdn-images.dzcdn.net/images/cover/790662199023b9b87e8845285fd646dd/40x40-000000-80-0-0.jpg
124,Chasing the Light,The Same,Chasing the Light,House Afternoon,04:00,03/05/2023,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/288857,https://www.deezer.com/en/album/7372174,https://cdn-images.dzcdn.net/images/cover/18ab67d11d5be83388938f11877f2215/40x40-000000-80-0-0.jpg
125,Netzwerk (Falls Like Rain),Klangkarussell,Netzwerk,House Afternoon,03:48,03/05/2023,By popularity: 5 / 10,true,true,https://www.deezer.com/en/artist/3559721,https://www.deezer.com/en/album/8082964,https://cdn-images.dzcdn.net/images/cover/ca9d819cdbcada1f7f52c8ad53f820cf/40x40-000000-80-0-0.jpg
126,Haven't You Heard (Fitzy's Fully Charged Mix),Alan Fitzpatrick,Haven't You Heard,House Afternoon,07:11,03/05/2023,By popularity: 2 / 10,true,true,https://www.deezer.com/en/artist/458008,https://www.deezer.com/en/album/130074952,https://cdn-images.dzcdn.net/images/cover/a3befd5fb6b98baaf9bac5b20b834214/40x40-000000-80-0-0.jpg
127,The Light (Original Short Edit),Tough Love,The Light,House Afternoon,03:21,03/05/2023,By popularity: 1 / 10,false,false,https://www.deezer.com/en/artist/3244121,https://www.deezer.com/en/album/93165412,https://cdn-images.dzcdn.net/images/cover/1cd2976d8bc3de24af829ff386f1dc7a/40x40-000000-80-0-0.jpg
128,Slow (Edit),Mambo Brothers,Slow,House Afternoon,04:03,03/05/2023,By popularity: 1 / 10,false,false,https://www.deezer.com/en/artist/6014014,https://www.deezer.com/en/album/720662541,https://cdn-images.dzcdn.net/images/cover/21298196c713712dceb6dbd79c9e2022/40x40-000000-80-0-0.jpg
129,Closer (R3hab Remix),The Chainsmokers,Closer (Remixes),House Afternoon,02:40,03/05/2023,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/4104927,https://www.deezer.com/en/album/14101970,https://cdn-images.dzcdn.net/images/cover/172828fd1fd3ed0871cc5be5d6865fcd/40x40-000000-80-0-0.jpg
130,The Chant,Kryder,The Chant,House Afternoon,03:24,03/05/2023,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/1209216,https://www.deezer.com/en/album/57925352,https://cdn-images.dzcdn.net/images/cover/f70bf8fcbfd5c61392692143be606bac/40x40-000000-80-0-0.jpg
131,SHY (feat. Brayton Bowman),The Magician,SHY (feat. Brayton Bowman),House Afternoon,03:24,03/05/2023,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/994757,https://www.deezer.com/en/album/55517112,https://cdn-images.dzcdn.net/images/cover/5ac3471d60f70c5c5434dfbe2f38c551/40x40-000000-80-0-0.jpg
132,BOSS (Radio Edit),Disclosure,Moog For Love,House Afternoon,04:45,03/05/2023,By popularity: 3 / 10,false,true,https://www.deezer.com/en/artist/409796,https://www.deezer.com/en/album/13347309,https://cdn-images.dzcdn.net/images/cover/6ee9f4691bc02ee058229ae765cfb4bb/40x40-000000-80-0-0.jpg
133,Real Joy,Fono,Real Joy,House Afternoon,04:00,03/05/2023,By popularity: 1 / 10,false,false,https://www.deezer.com/en/artist/286830,https://www.deezer.com/en/album/9816784,https://cdn-images.dzcdn.net/images/cover/33a5e20779a91fef3dd8a2f429e81bae/40x40-000000-80-0-0.jpg
134,Enjoy Your Life,Romy,Enjoy Your Life,House Afternoon,04:00,12/05/2023,By popularity: 5 / 10,true,false,https://www.deezer.com/en/artist/188177,https://www.deezer.com/en/album/419788397,https://cdn-images.dzcdn.net/images/cover/5b1cdd5a758843283ace4ff5d041036a/40x40-000000-80-0-0.jpg
135,MADELINE,INJI,MADELINE,House Afternoon,03:24,13/05/2023,By popularity: 4 / 10,false,true,https://www.deezer.com/en/artist/103804122,https://www.deezer.com/en/album/354047437,https://cdn-images.dzcdn.net/images/cover/a4f312ad3e86e5323fcffb0073308245/40x40-000000-80-0-0.jpg
136,Captain Duck,Duck Sauce,Captain Duck / I Don't Mind,House Afternoon,02:46,14/05/2023,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/305579,https://www.deezer.com/en/album/189427692,https://cdn-images.dzcdn.net/images/cover/bfacabe2e25136c8233a3e3865681dcc/40x40-000000-80-0-0.jpg
137,Build It Up,Fatima Yamaha,Build Back Bangers,House Afternoon,11:30,14/05/2023,By popularity: 1 / 10,false,false,https://www.deezer.com/en/artist/4016387,https://www.deezer.com/en/album/255765602,https://cdn-images.dzcdn.net/images/cover/8bb3f1b525944c0c922745d5b3dc47fb/40x40-000000-80-0-0.jpg
138,The Chant,Todd Edwards,The Chant,House Afternoon,03:06,14/05/2023,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/11533,https://www.deezer.com/en/album/213503542,https://cdn-images.dzcdn.net/images/cover/6457610798aa27b91f253b2eefd301f5/40x40-000000-80-0-0.jpg
139,Touch Me,Rui Da Silva,In Search Of Sunrise 2,House Afternoon,08:33,18/05/2023,By popularity: 6 / 10,false,true,https://www.deezer.com/en/artist/8825,https://www.deezer.com/en/album/932044,https://cdn-images.dzcdn.net/images/cover/3b7b3fa29e11def602b2f73285890d08/40x40-000000-80-0-0.jpg
140,Turn Me On (feat. Vula),Riton,Turn Me On (feat. Vula),House Afternoon,03:28,20/05/2023,By popularity: 8 / 10,false,true,https://www.deezer.com/en/artist/82264,https://www.deezer.com/en/album/109082892,https://cdn-images.dzcdn.net/images/cover/79309e0a60b7fb24721749f20bb09de5/40x40-000000-80-0-0.jpg
141,Set U Free,Guz,Set U Free,House Afternoon,02:34,20/05/2023,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/146740,https://www.deezer.com/en/album/202862612,https://cdn-images.dzcdn.net/images/cover/907d439427ce0a21a737501aea22e042/40x40-000000-80-0-0.jpg
142,"Voyage, voyage",Upsilone,"Voyage, voyage",House Afternoon,03:48,22/05/2023,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/5922059,https://www.deezer.com/en/album/197205502,https://cdn-images.dzcdn.net/images/cover/9b804f77a66a6137ef63827ac643b4e2/40x40-000000-80-0-0.jpg
143,Funky Nassau (Radio Edit),Federico Scavo,Funky Nassau,House Afternoon,03:41,28/06/2023,By popularity: 3 / 10,false,true,https://www.deezer.com/en/artist/373227,https://www.deezer.com/en/album/6705635,https://cdn-images.dzcdn.net/images/cover/513acf5bf2cc8344acaefd1e473e8d7b/40x40-000000-80-0-0.jpg
144,Premier Gaou (Nitefreak Remix),Francis Mercier,Premier Gaou (Nitefreak Remix),House Afternoon,03:42,07/07/2023,By popularity: 7 / 10,false,true,https://www.deezer.com/en/artist/5180873,https://www.deezer.com/en/album/265066802,https://cdn-images.dzcdn.net/images/cover/1cdaa8bfaeb4dfb0b2185e40eb6c280d/40x40-000000-80-0-0.jpg
145,Lose My Mind,Jamie Jones,Lose My Mind,House Afternoon,03:01,07/07/2023,By popularity: 6 / 10,false,true,https://www.deezer.com/en/artist/15419,https://www.deezer.com/en/album/411119197,https://cdn-images.dzcdn.net/images/cover/dd6b0b5eadd1ff22d26eee8fd21a5e2c/40x40-000000-80-0-0.jpg
146,Be My Lover (feat. La Bouche) (2023 Mix),David Guetta,Be My Lover (feat. La Bouche) (2023 Mix),House Afternoon,02:49,07/07/2023,By popularity: 8 / 10,false,true,https://www.deezer.com/en/artist/542,https://www.deezer.com/en/album/428557987,https://cdn-images.dzcdn.net/images/cover/2ec46a125509b390a27816a6de0c0ae5/40x40-000000-80-0-0.jpg
147,Ay Carmela feat. Isach,Odeon,Ay Carmela feat. Isach,House Afternoon,02:36,16/07/2023,By popularity: 0 / 10,false,false,https://www.deezer.com/en/artist/78631762,https://www.deezer.com/en/album/116450142,https://cdn-images.dzcdn.net/images/cover/c5138d2e4db1ed6be7bda8063210f64f/40x40-000000-80-0-0.jpg
148,TAKE IT OFF,FISHER,TAKE IT OFF,House Afternoon,03:14,16/07/2023,By popularity: 6 / 10,false,true,https://www.deezer.com/en/artist/56125,https://www.deezer.com/en/album/456600635,https://cdn-images.dzcdn.net/images/cover/bde5a138ba890a161ddca2b0a3e60336/40x40-000000-80-0-0.jpg
149,Cartagena,Erick Morillo,Cartagena,House Afternoon,03:19,30/07/2023,By popularity: 1 / 10,false,false,https://www.deezer.com/en/artist/7190,https://www.deezer.com/en/album/70954612,https://cdn-images.dzcdn.net/images/cover/00deeac26747de507acd012339bce500/40x40-000000-80-0-0.jpg
150,Samba Sujo,Born Dirty,Samba Sujo,House Afternoon,03:08,30/07/2023,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/7645914,https://www.deezer.com/en/album/117359322,https://cdn-images.dzcdn.net/images/cover/8ccd654d8eabae6ff7567445635b95ee/40x40-000000-80-0-0.jpg
151,Loca People (What the F..K!),The Lucky Bitz,DJ Clubbing Party - 50 Hot Dancefloor Hits,House Afternoon,03:35,31/07/2023,By popularity: 0 / 10,false,false,https://www.deezer.com/en/artist/5470407,https://www.deezer.com/en/album/7573394,https://cdn-images.dzcdn.net/images/cover/568f631f9b127de31319a9cfa75d4c3b/40x40-000000-80-0-0.jpg
152,Pra não dizer que não falei das flores,Jude & Frank,Pra não dizer que não falei das flores,House Afternoon,05:40,01/08/2023,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/10017634,https://www.deezer.com/en/album/75073662,https://cdn-images.dzcdn.net/images/cover/d951503e21d9ce269372028083cec16a/40x40-000000-80-0-0.jpg
153,Stormy Weather,DJ Zky,Cabinet 24,House Afternoon,06:21,08/08/2023,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/5169672,https://www.deezer.com/en/album/61056542,https://cdn-images.dzcdn.net/images/cover/2b3d71ac6a987458b4278fb2d003a7df/40x40-000000-80-0-0.jpg
154,Magalenha,Joshwa,Magalenha,House Afternoon,02:54,17/08/2023,By popularity: 5 / 10,true,false,https://www.deezer.com/en/artist/7088007,https://www.deezer.com/en/album/396005237,https://cdn-images.dzcdn.net/images/cover/86e9749a3f4c8c958e26b2af95eebe42/40x40-000000-80-0-0.jpg
155,Bucovina,Drop Department,Bucovina,House Afternoon,03:34,17/08/2023,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/7625602,https://www.deezer.com/en/album/56661842,https://cdn-images.dzcdn.net/images/cover/0df651bf1682226ab75b7bfe9284b46c/40x40-000000-80-0-0.jpg
156,Won't Forget You,Shouse,Won't Forget You,House Afternoon,06:38,17/08/2023,By popularity: 6 / 10,false,false,https://www.deezer.com/en/artist/5767206,https://www.deezer.com/en/album/287442722,https://cdn-images.dzcdn.net/images/cover/a0e41ce2b7f3b7cfe685faed2fa30aaf/40x40-000000-80-0-0.jpg
157,All I Need,Forester,All I Need,House Afternoon,03:06,17/08/2023,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/5304639,https://www.deezer.com/en/album/350165747,https://cdn-images.dzcdn.net/images/cover/a0fd3d97c9feb788019fddba070bd702/40x40-000000-80-0-0.jpg
158,Electric Feel,PAX,Electric Feel,House Afternoon,04:02,18/08/2023,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/305039121,https://www.deezer.com/en/album/64465412,https://cdn-images.dzcdn.net/images/cover/f46078863089ccc7bf044d9d948db33d/40x40-000000-80-0-0.jpg
159,Andale,Javi Reina,Andale,House Afternoon,03:40,19/08/2023,By popularity: 0 / 10,false,false,https://www.deezer.com/en/artist/250648,https://www.deezer.com/en/album/64850692,https://cdn-images.dzcdn.net/images/cover/b784d2d07c3a36764d00160e7636c559/40x40-000000-80-0-0.jpg
160,Morenita,Jp Candela,Morenita,House Afternoon,03:19,19/08/2023,By popularity: 2 / 10,false,true,https://www.deezer.com/en/artist/1417956,https://www.deezer.com/en/album/56971602,https://cdn-images.dzcdn.net/images/cover/ffa9f7dad9647a51cfc29f6a9213d728/40x40-000000-80-0-0.jpg
161,Machasa,Nico de Andrea,God Save The Groove Vol. 1 (Presented by Cato Anaya),House Afternoon,03:27,19/08/2023,By popularity: 0 / 10,false,false,https://www.deezer.com/en/artist/1218931,https://www.deezer.com/en/album/77131442,https://cdn-images.dzcdn.net/images/cover/d7293bb25a2da0a38937d8c4bfd2cbf8/40x40-000000-80-0-0.jpg
162,Borracho,Daddy's Groove,Borracho,House Afternoon,03:06,19/08/2023,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/149815,https://www.deezer.com/en/album/128944302,https://cdn-images.dzcdn.net/images/cover/8468c8b3116de74f2258a6cf2f094962/40x40-000000-80-0-0.jpg
163,Sabrosura,Cato Anaya,Sabrosura,House Afternoon,03:25,19/08/2023,By popularity: 1 / 10,false,false,https://www.deezer.com/en/artist/5246508,https://www.deezer.com/en/album/135658212,https://cdn-images.dzcdn.net/images/cover/5e64535e24afa848d3464707c331e2ff/40x40-000000-80-0-0.jpg
164,Enjoy Your Life (Paul Woolford Rework),Romy,Enjoy Your Life (Paul Woolford Rework),House Afternoon,03:24,28/08/2023,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/188177,https://www.deezer.com/en/album/453445905,https://cdn-images.dzcdn.net/images/cover/48881fc81503db2daedbc543a30bc170/40x40-000000-80-0-0.jpg
