Row Index,Title,Artist,Album,Source Context,Duration,Date,Popularity,Favorited,Has Lyrics,Artist Link,Album Link,Cover URL
165,Nan Ye Li Kan,Bon Entendeur,Nan Ye Li Kan,House Afternoon,03:55,29/08/2023,By popularity: 6 / 10,false,false,https://www.deezer.com/en/artist/13314683,https://www.deezer.com/en/album/228053612,https://cdn-images.dzcdn.net/images/cover/75c6f0ee11b765eeaa97b9a0f949da3f/40x40-000000-80-0-0.jpg
166,Astounded,Bran Van 3000,Bran Van 3000 Greatest Hits,House Afternoon,05:56,29/08/2023,By popularity: 4 / 10,true,false,https://www.deezer.com/en/artist/1256,https://www.deezer.com/en/album/13541841,https://cdn-images.dzcdn.net/images/cover/f8cbd0fa24ca51b23b89fea5e3f51ff6/40x40-000000-80-0-0.jpg
167,L'amour dans les volubilis,Marie-Paule Belle,L'amour dans les volubilis,House Afternoon,03:20,30/08/2023,By popularity: 6 / 10,false,true,https://www.deezer.com/en/artist/79712,https://www.deezer.com/en/album/219412362,https://cdn-images.dzcdn.net/images/cover/75c6f0ee11b765eeaa97b9a0f949da3f/40x40-000000-80-0-0.jpg
168,Deixa A Gira Girar,Pate Jaar,Deixa A Gira Girar,House Afternoon,05:54,30/08/2023,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/70424642,https://www.deezer.com/en/album/679562601,https://cdn-images.dzcdn.net/images/cover/9297d4d5dac8d8fd8085f8a1ae1f8033/40x40-000000-80-0-0.jpg
169,Clap Your Hands (Live Edit),Kungs,Clap Your Hands (Extended Version),House Afternoon,05:12,31/08/2023,By popularity: 5 / 10,false,true,https://www.deezer.com/en/artist/5992092,https://www.deezer.com/en/album/333925917,https://cdn-images.dzcdn.net/images/cover/eb04a9ca071c0e0f2a1754e4cfd183c0/40x40-000000-80-0-0.jpg
170,Aguila (feat. Cumbiafrica),HUGEL,Aguila (feat. Cumbiafrica),House Afternoon,02:48,31/08/2023,By popularity: 7 / 10,false,true,https://www.deezer.com/en/artist/7803478,https://www.deezer.com/en/album/570875521,https://cdn-images.dzcdn.net/images/cover/975df01585a92f829ee6c0d34b073d80/40x40-000000-80-0-0.jpg
171,Ritmo,Raffa FL,Ritmo (HUGEL Edit),House Afternoon,03:03,31/08/2023,By popularity: 7 / 10,false,false,https://www.deezer.com/en/artist/1203688,https://www.deezer.com/en/album/486119455,https://cdn-images.dzcdn.net/images/cover/8c603d4d5d3ac1c5941c1fba49c4da0f/40x40-000000-80-0-0.jpg
172,Sete,BLOND:ISH,Sete,House Afternoon,03:29,31/08/2023,By popularity: 7 / 10,false,true,https://www.deezer.com/en/artist/1179872,https://www.deezer.com/en/album/389147877,https://cdn-images.dzcdn.net/images/cover/0db8101b2f9fdb8b168c0213bc4cfc9b/40x40-000000-80-0-0.jpg
173,Pasilda (CASSIMM Radio Edit),Sean Finn,Pasilda (CASSIMM Remix),House Afternoon,03:25,31/08/2023,By popularity: 6 / 10,false,false,https://www.deezer.com/en/artist/12517,https://www.deezer.com/en/album/309230657,https://cdn-images.dzcdn.net/images/cover/816c48792afa72fc8aebcb28c6119242/40x40-000000-80-0-0.jpg
174,Tracey In My Room (Lazy Dog Bootleg Vocal Mix),Everything But The Girl,Like The Deserts Miss The Rain,House Afternoon,04:56,31/08/2023,By popularity: 4 / 10,false,true,https://www.deezer.com/en/artist/1013,https://www.deezer.com/en/album/299787,https://cdn-images.dzcdn.net/images/cover/fc43aa2d28af3aaff8b71b653aaa6cd8/40x40-000000-80-0-0.jpg
175,Rush,Troye Sivan,Something To Give Each Other,House Afternoon,02:36,01/09/2023,By popularity: 8 / 10,false,true,https://www.deezer.com/en/artist/4746199,https://www.deezer.com/en/album/458913455,https://cdn-images.dzcdn.net/images/cover/025b8f193e9cb37b15c857956938ae4f/40x40-000000-80-0-0.jpg
176,It's a match,Saverio,It's a match,House Afternoon,03:34,01/09/2023,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/115650182,https://www.deezer.com/en/album/474317825,https://cdn-images.dzcdn.net/images/cover/925cc4c15862a24939bf38e814fa5291/40x40-000000-80-0-0.jpg
177,Ain't Nobody,Hard Lights,Ain't Nobody,House Afternoon,02:09,01/09/2023,By popularity: 2 / 10,false,true,https://www.deezer.com/en/artist/5924213,https://www.deezer.com/en/album/473251525,https://cdn-images.dzcdn.net/images/cover/2f174f5554f518166ff9eb529d03b3a2/40x40-000000-80-0-0.jpg
178,Changes,Kungs,Changes,House Afternoon,05:04,01/09/2023,By popularity: 6 / 10,false,true,https://www.deezer.com/en/artist/5992092,https://www.deezer.com/en/album/472234105,https://cdn-images.dzcdn.net/images/cover/98542e70ecfebcecb8f98bd9f0a4dc28/40x40-000000-80-0-0.jpg
179,Welcome To Dinna,Francis Mercier,Welcome To Dinna,House Afternoon,03:51,06/09/2023,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/5180873,https://www.deezer.com/en/album/407152807,https://cdn-images.dzcdn.net/images/cover/210441e6e216488bdc6fc0a64259ae75/40x40-000000-80-0-0.jpg
180,Sinnerman (Sofi Tukker Remix),Nina Simone,Sinnerman (Sofi Tukker Remix),House Afternoon,03:50,06/09/2023,By popularity: 7 / 10,false,false,https://www.deezer.com/en/artist/744,https://www.deezer.com/en/album/262570222,https://cdn-images.dzcdn.net/images/cover/c4513915c444ba3a5fd82af765dbe0db/40x40-000000-80-0-0.jpg
181,Quiero Decirte,Malgado,Quiero Decirte,House Afternoon,03:54,06/09/2023,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/13501471,https://www.deezer.com/en/album/338091497,https://cdn-images.dzcdn.net/images/cover/c90df7b7dcc88ae2b6aa983c34b71780/40x40-000000-80-0-0.jpg
182,Vois sur ton chemin,John Revox,Vois sur ton chemin,House Afternoon,03:29,06/09/2023,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/54660,https://www.deezer.com/en/album/243802282,https://cdn-images.dzcdn.net/images/cover/577e89a2098bdd8f5166dc9ba9e7e39d/40x40-000000-80-0-0.jpg
183,Maria Maria,TECH IT DEEP,Maria Maria,House Afternoon,02:41,06/09/2023,By popularity: 6 / 10,false,true,https://www.deezer.com/en/artist/187966967,https://www.deezer.com/en/album/404585697,https://cdn-images.dzcdn.net/images/cover/edb46a7b882d225f159bf0f838a94ef8/40x40-000000-80-0-0.jpg
184,"Who Is He (feat. Kevin Haden) (Claptone Remix, Mixed)",Alaia & Gallo,The Masquerade (Mixed by Claptone) [Mixed],House Afternoon,04:26,07/09/2023,By popularity: 0 / 10,false,false,https://www.deezer.com/en/artist/3892861,https://www.deezer.com/en/album/14400496,https://cdn-images.dzcdn.net/images/cover/9bf5eb36565b43afbaebedaf5e8eedf3/40x40-000000-80-0-0.jpg
185,Feel My Needs (Purple Disco Machine Extended Mix),Weiss (UK),Feel My Needs (Purple Disco Machine Remix),House Afternoon,06:22,08/09/2023,By popularity: 5 / 10,false,true,https://www.deezer.com/en/artist/5305397,https://www.deezer.com/en/album/69320712,https://cdn-images.dzcdn.net/images/cover/bf4f5e1fd72a88f2836ab000de07474b/40x40-000000-80-0-0.jpg
186,Watchin Out (Dirty Channels vs. Danny Russell),Dirty Channels,Watchin Out,House Afternoon,05:53,08/09/2023,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/3280771,https://www.deezer.com/en/album/67263962,https://cdn-images.dzcdn.net/images/cover/0fe328184985343d3b95e5ae5c8725bd/40x40-000000-80-0-0.jpg
187,Liquid Spirit (Claptone Remix),Gregory Porter,Liquid Spirit (Claptone Remix),House Afternoon,06:23,08/09/2023,By popularity: 4 / 10,false,true,https://www.deezer.com/en/artist/1035779,https://www.deezer.com/en/album/10848326,https://cdn-images.dzcdn.net/images/cover/25ecc476e2d1f5122231462eb8bb110c/40x40-000000-80-0-0.jpg
188,Bailando,Daniel Steinberg,Back On Tracks,House Afternoon,03:47,08/09/2023,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/64022,https://www.deezer.com/en/album/6227438,https://cdn-images.dzcdn.net/images/cover/e22ca02c51e464016d03ecb1afcc07de/40x40-000000-80-0-0.jpg
189,Joys,Roberto Surace,Joys,House Afternoon,02:15,08/09/2023,By popularity: 4 / 10,false,true,https://www.deezer.com/en/artist/6039162,https://www.deezer.com/en/album/687807931,https://cdn-images.dzcdn.net/images/cover/327aef8d8de6492d32d7848cb6895a64/40x40-000000-80-0-0.jpg
190,Think About You,Room 5,Music & You,House Afternoon,03:22,08/09/2023,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/13947,https://www.deezer.com/en/album/5638951,https://cdn-images.dzcdn.net/images/cover/b6fd1004939abfb397a95911f9733e58/40x40-000000-80-0-0.jpg
191,Do You Remember (VIP Edit),Dombresky,Do You Remember (VIP Edit),House Afternoon,03:06,08/09/2023,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/9299302,https://www.deezer.com/en/album/242092352,https://cdn-images.dzcdn.net/images/cover/36ddd2dba25f6cf4d8bea38953ad62d1/40x40-000000-80-0-0.jpg
192,Spiritual Thang,Bellaire,Framework,House Afternoon,05:07,08/09/2023,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/6055914,https://www.deezer.com/en/album/606805782,https://cdn-images.dzcdn.net/images/cover/4b9c4b57bd2533ab5c42616a3678d0ba/40x40-000000-80-0-0.jpg
193,Body Funk (Extended Mix),Purple Disco Machine,Body Funk,House Afternoon,07:24,08/09/2023,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/1658572,https://www.deezer.com/en/album/48967262,https://cdn-images.dzcdn.net/images/cover/1270d897c6f7481be2f5e5286b986c4e/40x40-000000-80-0-0.jpg
194,Praise You (Purple Disco Machine Extended Remix),Fatboy Slim,Praise You (Purple Disco Machine Remix),House Afternoon,06:56,08/09/2023,By popularity: 4 / 10,false,true,https://www.deezer.com/en/artist/76,https://www.deezer.com/en/album/156384432,https://cdn-images.dzcdn.net/images/cover/1fe00adfc1cc61d8984814aac9a1b478/40x40-000000-80-0-0.jpg
195,World Hold On (Children Of The Sky) (FISHER Rework),Bob Sinclar,World Hold On (Children Of The Sky) (FISHER Rework),House Afternoon,02:58,11/09/2023,By popularity: 9 / 10,false,true,https://www.deezer.com/en/artist/157,https://www.deezer.com/en/album/539049922,https://cdn-images.dzcdn.net/images/cover/813c878e4aaea92589178cf5b66457eb/40x40-000000-80-0-0.jpg
196,Hallelujah In Heaven (Groove Assassin's Supernova Edit),The Vision,Hallelujah In Heaven (Groove Assassin's Supernova Edit),House Afternoon,03:07,11/09/2023,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/261837,https://www.deezer.com/en/album/687818791,https://cdn-images.dzcdn.net/images/cover/71556ecab6796e7051855a839fd5dbfe/40x40-000000-80-0-0.jpg
197,Escaping It (feat. Tania Foster),Kyle Watson,Escaping It (feat. Tania Foster),House Afternoon,03:12,11/09/2023,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/995382,https://www.deezer.com/en/album/452984435,https://cdn-images.dzcdn.net/images/cover/8d3303d9512f12b622e17e755931b429/40x40-000000-80-0-0.jpg
198,Trompeta,San Pacho,Trompeta,House Afternoon,03:08,11/09/2023,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/63386362,https://www.deezer.com/en/album/324316947,https://cdn-images.dzcdn.net/images/cover/4477b84ee9b22a0f798a4470f17918a0/40x40-000000-80-0-0.jpg
199,It Just Won't Do (Radio Edit),Tim Deluxe,It Just Won't Do,House Afternoon,03:18,12/09/2023,By popularity: 5 / 10,false,true,https://www.deezer.com/en/artist/5614,https://www.deezer.com/en/album/1358963,https://cdn-images.dzcdn.net/images/cover/eeccbdff3eca53a191f6bfa9300bc571/40x40-000000-80-0-0.jpg
200,I Feel for You,Bob Sinclar,Champs Elysées,House Afternoon,05:50,12/09/2023,By popularity: 6 / 10,false,true,https://www.deezer.com/en/artist/157,https://www.deezer.com/en/album/552008242,https://cdn-images.dzcdn.net/images/cover/9ef48ded8bee0a0d2e812326fda9dadb/40x40-000000-80-0-0.jpg
201,Lady (Hear Me Tonight) (Harry Choo Choo Romero's Original Recipe),Modjo,Modjo Remixes,House Afternoon,07:41,12/09/2023,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/1545,https://www.deezer.com/en/album/6889567,https://cdn-images.dzcdn.net/images/cover/c74f00aff44d26ae4b521a14aeb80b5f/40x40-000000-80-0-0.jpg
202,In the Music (Streetvibes Radio Cut),Deepswing,In the Music,House Afternoon,04:09,12/09/2023,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/298452,https://www.deezer.com/en/album/49796702,https://cdn-images.dzcdn.net/images/cover/725791ec8170ff8d41b64991ccf86684/40x40-000000-80-0-0.jpg
203,Same Man (Vocal Club Mix),DJ Delicious,Same Man,House Afternoon,06:34,12/09/2023,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/80988,https://www.deezer.com/en/album/6093484,https://cdn-images.dzcdn.net/images/cover/4cbf55bcabc77b6be0babde1593554d9/40x40-000000-80-0-0.jpg
204,Right On! (Radio Edit),Silicone Soul,Right On!,House Afternoon,03:12,12/09/2023,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/9110,https://www.deezer.com/en/album/65732182,https://cdn-images.dzcdn.net/images/cover/501429d7070ede0322708262bcef4209/40x40-000000-80-0-0.jpg
205,Coracao (Feat. Jaqueline) (Axwell Mix),Jerry Ropero,Coracao,House Afternoon,07:01,12/09/2023,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/78291,https://www.deezer.com/en/album/6876908,https://cdn-images.dzcdn.net/images/cover/326332841b73b1bb44709e6fba04d47f/40x40-000000-80-0-0.jpg
206,At Night,Shakedown,Gok Wan presents Isolation Nation,House Afternoon,06:41,13/09/2023,By popularity: 3 / 10,false,true,https://www.deezer.com/en/artist/6824,https://www.deezer.com/en/album/687798621,https://cdn-images.dzcdn.net/images/cover/3598e1c5eb4dc24cf99c7d7d67c569cd/40x40-000000-80-0-0.jpg
207,Groovejet,DJ Spiller,Groovejet (If This Ain't Love),House Afternoon,03:37,13/09/2023,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/1489084,https://www.deezer.com/en/album/687807091,https://cdn-images.dzcdn.net/images/cover/4f2bfcc0fbe55d80f6774c28a3bceee4/40x40-000000-80-0-0.jpg
208,So In Love With You (Funky Engine Vocal Remix),Duke,House Summer 2011,House Afternoon,06:06,13/09/2023,By popularity: 2 / 10,true,true,https://www.deezer.com/en/artist/4847,https://www.deezer.com/en/album/1711218,https://cdn-images.dzcdn.net/images/cover/42cf8654221369f76b966b8ccdfa7291/40x40-000000-80-0-0.jpg
209,The Weekend (Extended Vocal Mix),Michael Gray,The Weekend,House Afternoon,08:08,13/09/2023,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/5692,https://www.deezer.com/en/album/7787141,https://cdn-images.dzcdn.net/images/cover/fd17986f713a23aca82f72f6ab4d1488/40x40-000000-80-0-0.jpg
210,Stayin' Alive VS 50 C Tik Tok (Remix),ROSE BEAT,Stayin' Alive VS 50 C Tik Tok (Remix),House Afternoon,01:53,13/09/2023,By popularity: 0 / 10,false,false,https://www.deezer.com/en/artist/149759942,https://www.deezer.com/en/album/279117632,https://cdn-images.dzcdn.net/images/cover/248f6d8bc714003d5616df4fad52a682/40x40-000000-80-0-0.jpg
211,My Feelings For You (Mark Knight Remix),Avicii,My Feelings For You (Mark Knight Remix),House Afternoon,03:44,16/09/2023,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/293585,https://www.deezer.com/en/album/325950287,https://cdn-images.dzcdn.net/images/cover/5cb24f1ef35025f945858fa4bf79b96b/40x40-000000-80-0-0.jpg
212,RESISTE (RADIO EDIT REWORK),Mylap,RESISTE (RADIO EDIT REWORK),House Afternoon,02:06,01/10/2023,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/99455982,https://www.deezer.com/en/album/487133625,https://cdn-images.dzcdn.net/images/cover/4684424c05476d7272cc7b377a2ad71e/40x40-000000-80-0-0.jpg
213,Smooth Operator,F4st,Smooth Operator,House Afternoon,04:24,01/10/2023,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/8334094,https://www.deezer.com/en/album/564463532,https://cdn-images.dzcdn.net/images/cover/abc94e9a3cfb18ea3cbc7ad2850e6928/40x40-000000-80-0-0.jpg
214,Bora Bora (Extended Mix),Magan & Rodriguez,Bora Bora,House Afternoon,05:03,01/10/2023,By popularity: 1 / 10,false,true,https://www.deezer.com/en/artist/802898,https://www.deezer.com/en/album/57730722,https://cdn-images.dzcdn.net/images/cover/e2aaceb4cda79dd2a0580307fc570013/40x40-000000-80-0-0.jpg
215,The Pilon,Kronan,The Pilon,House Afternoon,02:33,27/12/2023,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/8825108,https://www.deezer.com/en/album/344691927,https://cdn-images.dzcdn.net/images/cover/d0978cfeb432d6226b663e9eec67b0ad/40x40-000000-80-0-0.jpg
216,Rainfall (Praise You),Tom Santa,Rainfall (Praise You),House Afternoon,02:47,27/12/2023,By popularity: 7 / 10,false,false,https://www.deezer.com/en/artist/160306012,https://www.deezer.com/en/album/296824822,https://cdn-images.dzcdn.net/images/cover/352ef46db76fb5d14d1c5af9dc26066d/40x40-000000-80-0-0.jpg
217,Reflection,Riordan,Reflection,House Afternoon,03:07,27/12/2023,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/4671212,https://www.deezer.com/en/album/400590827,https://cdn-images.dzcdn.net/images/cover/3ba37c53194f9df1559eb9b67ab5c030/40x40-000000-80-0-0.jpg
218,Feeling Good (Austin Millz Remix),Nina Simone,Feeling Good (Austin Millz Remix),House Afternoon,02:30,27/12/2023,By popularity: 6 / 10,false,true,https://www.deezer.com/en/artist/744,https://www.deezer.com/en/album/361794957,https://cdn-images.dzcdn.net/images/cover/b045b074a842ebe05439c97a04bddd38/40x40-000000-80-0-0.jpg
219,You Make Me Feel,Solardo,You Make Me Feel,House Afternoon,03:23,27/12/2023,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/8330028,https://www.deezer.com/en/album/317287137,https://cdn-images.dzcdn.net/images/cover/451f5e4d4180068fea69fe4cf3827238/40x40-000000-80-0-0.jpg
220,El Sueno,HUGEL,El Sueno,House Afternoon,02:51,27/12/2023,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/7803478,https://www.deezer.com/en/album/286702102,https://cdn-images.dzcdn.net/images/cover/52a3bd97e2add465464430a57376ff22/40x40-000000-80-0-0.jpg
221,Volare,Gavin Moss,Volare,House Afternoon,02:33,27/12/2023,By popularity: 5 / 10,true,false,https://www.deezer.com/en/artist/7176380,https://www.deezer.com/en/album/627732891,https://cdn-images.dzcdn.net/images/cover/0a46d9b4421453d226584f58b5a6834c/40x40-000000-80-0-0.jpg
222,The Music Began To Play,Mark Knight,The Music Began To Play,House Afternoon,02:25,27/12/2023,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/4599,https://www.deezer.com/en/album/338143117,https://cdn-images.dzcdn.net/images/cover/76ac8eac827686fee6ee643adaa43698/40x40-000000-80-0-0.jpg
223,"She’s Gone, Dance On",Disclosure,"She’s Gone, Dance On",House Afternoon,03:46,21/06/2024,By popularity: 7 / 10,false,true,https://www.deezer.com/en/artist/409796,https://www.deezer.com/en/album/590333952,https://cdn-images.dzcdn.net/images/cover/1346ad41412c615634a6aeee94eb70ca/40x40-000000-80-0-0.jpg
224,Summertime Blues,Chris Lake,Summertime Blues,House Afternoon,04:11,21/06/2024,By popularity: 5 / 10,false,true,https://www.deezer.com/en/artist/11799,https://www.deezer.com/en/album/575235431,https://cdn-images.dzcdn.net/images/cover/f8f516f78d37122cfd09e4767058e39b/40x40-000000-80-0-0.jpg
225,Baddy On The Floor,Jamie xx,Baddy On The Floor,House Afternoon,03:42,21/06/2024,By popularity: 5 / 10,false,true,https://www.deezer.com/en/artist/808980,https://www.deezer.com/en/album/564464952,https://cdn-images.dzcdn.net/images/cover/804c958e9f4c4ac93c8a81eb1d92c00e/40x40-000000-80-0-0.jpg
226,Mas Que Nada (Radio Edit),NCHR,Mas Que Nada (Radio Edit),House Afternoon,02:51,28/06/2024,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/151336352,https://www.deezer.com/en/album/327638037,https://cdn-images.dzcdn.net/images/cover/b49d52bf1e1363569588e709b8661ac1/40x40-000000-80-0-0.jpg
227,Planet Blue,Carlita,Planet Blue,House Afternoon,02:55,08/07/2024,By popularity: 2 / 10,false,true,https://www.deezer.com/en/artist/5435357,https://www.deezer.com/en/album/578256181,https://cdn-images.dzcdn.net/images/cover/6fa5c30997a9fb68bb29676773861f24/40x40-000000-80-0-0.jpg
228,TOO COOL TO BE CARELESS,PAWSA,TOO COOL TO BE CARELESS,House Afternoon,03:40,11/07/2024,By popularity: 8 / 10,false,true,https://www.deezer.com/en/artist/6223838,https://www.deezer.com/en/album/606304972,https://cdn-images.dzcdn.net/images/cover/eb6c4a55cd150974b88af64e5b712c28/40x40-000000-80-0-0.jpg
229,The Groovy Cat,PAWSA,The Groovy Cat,House Afternoon,04:32,11/07/2024,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/6223838,https://www.deezer.com/en/album/53302762,https://cdn-images.dzcdn.net/images/cover/8d431883fbb0a525382a86945c72e2af/40x40-000000-80-0-0.jpg
230,Ecstasy (Mixed),Fabich,Café Kitsuné Mixed by Fabich,House Afternoon,02:19,12/07/2024,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/6731969,https://www.deezer.com/en/album/230801172,https://cdn-images.dzcdn.net/images/cover/6944cf301a2f4ad066eaec07c4c6073f/40x40-000000-80-0-0.jpg
231,saudade - Edit,David Bay,saudade - Edit,House Afternoon,04:32,15/07/2024,By popularity: 1 / 10,false,false,https://www.deezer.com/en/artist/8086649,https://www.deezer.com/en/album/349565597,https://cdn-images.dzcdn.net/images/cover/5d8d1857289194eaf3fc646f2958b658/40x40-000000-80-0-0.jpg
232,Techno Disco Tool (Radio Edit),Mella Dee,Techno Disco Tool (Radio Edit),House Afternoon,03:14,15/07/2024,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/2079371,https://www.deezer.com/en/album/51866212,https://cdn-images.dzcdn.net/images/cover/6ef58caec253a6ef480a280b1e2bd56f/40x40-000000-80-0-0.jpg
233,El Sueño (Mixed),Dennis Cruz,Café del Mar Ibiza - Sol y Luna,House Afternoon,05:23,15/07/2024,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/4571706,https://www.deezer.com/en/album/71076092,https://cdn-images.dzcdn.net/images/cover/5fd6800edd2bcf1934701301811ddb31/40x40-000000-80-0-0.jpg
234,Ask Me,Duck Sauce,Put The Sauce On It,House Afternoon,03:13,16/07/2024,By popularity: 1 / 10,false,true,https://www.deezer.com/en/artist/305579,https://www.deezer.com/en/album/306018327,https://cdn-images.dzcdn.net/images/cover/e3b8297fe3cbd1d5db28411cfce57235/40x40-000000-80-0-0.jpg
235,Call Me Ishmael,Madcat,The Doors of Perception,House Afternoon,05:27,16/07/2024,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/14019283,https://www.deezer.com/en/album/74496122,https://cdn-images.dzcdn.net/images/cover/566d0ff9db116f84d03345d21c6ff7d3/40x40-000000-80-0-0.jpg
236,Mi Mujer,Nicolas Jaar,Time for Us,House Afternoon,06:51,19/07/2024,By popularity: 6 / 10,false,true,https://www.deezer.com/en/artist/294359,https://www.deezer.com/en/album/6581885,https://cdn-images.dzcdn.net/images/cover/fcc1486d06d88d355f78eb922c80b39d/40x40-000000-80-0-0.jpg
237,Mwah Mwah,Saint Amour,Mwah Mwah,House Afternoon,02:47,04/08/2024,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/250117842,https://www.deezer.com/en/album/531829842,https://cdn-images.dzcdn.net/images/cover/ae672b5aa76273e21323d8f5f211f23d/40x40-000000-80-0-0.jpg
238,What U Doing,Dennis Cruz,Roots,House Afternoon,03:49,04/08/2024,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/4571706,https://www.deezer.com/en/album/418583447,https://cdn-images.dzcdn.net/images/cover/2e3685479122f781183f966ed4e5fd96/40x40-000000-80-0-0.jpg
239,El Tucu Tu,Yvvan Back,El Tucu Tu,House Afternoon,02:37,04/08/2024,By popularity: 2 / 10,false,true,https://www.deezer.com/en/artist/7841908,https://www.deezer.com/en/album/407924757,https://cdn-images.dzcdn.net/images/cover/3903b44a31b07858a7d5ce364c3ef093/40x40-000000-80-0-0.jpg
240,La via en rose,Italobros,Spacey,House Afternoon,06:57,04/08/2024,By popularity: 2 / 10,false,false,https://www.deezer.com/en/artist/1618468,https://www.deezer.com/en/album/172499262,https://cdn-images.dzcdn.net/images/cover/680779e1658437f7d48e4be487fc4d0f/40x40-000000-80-0-0.jpg
241,Get Free,FrescoEdits,Get Free,House Afternoon,03:38,09/08/2024,By popularity: 1 / 10,false,false,https://www.deezer.com/en/artist/196271257,https://www.deezer.com/en/album/456014465,https://cdn-images.dzcdn.net/images/cover/d6f2e3f7c31c0443a7e6c76fff0d4232/40x40-000000-80-0-0.jpg
242,Satisfied,David Penn,Satisfied,House Afternoon,03:06,12/08/2024,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/174083,https://www.deezer.com/en/album/545453842,https://cdn-images.dzcdn.net/images/cover/0da941b9b5f26a4b58f48f52d9fde532/40x40-000000-80-0-0.jpg
243,The Sound of Violence (Cosmo Vitelli),Cassius,Au Rêve (Deluxe Edition),House Afternoon,05:12,13/08/2024,By popularity: 4 / 10,false,true,https://www.deezer.com/en/artist/2049,https://www.deezer.com/en/album/12577928,https://cdn-images.dzcdn.net/images/cover/2026521d9f27038ba4f96cb93df1fd79/40x40-000000-80-0-0.jpg
244,Blind (Frankie Knuckles Remix),Hercules & Love Affair,Blind,House Afternoon,07:51,13/08/2024,By popularity: 4 / 10,false,true,https://www.deezer.com/en/artist/153920,https://www.deezer.com/en/album/303983,https://cdn-images.dzcdn.net/images/cover/e8ce6311e96656fe03790533442e448d/40x40-000000-80-0-0.jpg
245,Paroles paroles (Extended Mix),Doumea,Paroles paroles,House Afternoon,05:14,13/08/2024,By popularity: 6 / 10,false,true,https://www.deezer.com/en/artist/5739716,https://www.deezer.com/en/album/67325422,https://cdn-images.dzcdn.net/images/cover/62dd4428803919d7d71fa4c3ddc63a04/40x40-000000-80-0-0.jpg
246,Je Suis Music (Armand Van Helden Remix Edit),Cerrone,Discoset 1,House Afternoon,03:36,13/08/2024,By popularity: 5 / 10,false,true,https://www.deezer.com/en/artist/6185,https://www.deezer.com/en/album/568736371,https://cdn-images.dzcdn.net/images/cover/543ce49e71a453809c67fe11bead7e6e/40x40-000000-80-0-0.jpg
247,Gypsy Woman,Stolen Gin,Gypsy Woman,House Afternoon,03:21,13/08/2024,By popularity: 5 / 10,false,true,https://www.deezer.com/en/artist/63349272,https://www.deezer.com/en/album/450818875,https://cdn-images.dzcdn.net/images/cover/0a42a86cf2c829e0408fca1026186642/40x40-000000-80-0-0.jpg
248,Sunny (Radio Edit),Umami,Sunny (Radio Edit),House Afternoon,03:32,14/08/2024,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/115305,https://www.deezer.com/en/album/7436799,https://cdn-images.dzcdn.net/images/cover/8bc9e160c203df7acde6fc6eb0630c3c/40x40-000000-80-0-0.jpg
249,Yamore,MoBlack,Yamore,House Afternoon,04:08,16/08/2024,By popularity: 10 / 10,false,true,https://www.deezer.com/en/artist/4242609,https://www.deezer.com/en/album/594752732,https://cdn-images.dzcdn.net/images/cover/0b8a13b126933b6700f71c055f1fea3a/40x40-000000-80-0-0.jpg
